"","owner","amount_token","bonus"
"267","0x8262f26cad7855061a9be91f8a7e1896225fd066",0,0
"268","0x836f231db96a2c60071f1023cf0327b6ec53a937",5000,1750
"269","0x83822f68269e618ddb98d13c5b382332884dbbe8",10730,2660.94125000001
"270","0x841e375bb9af687c2b143719490847bc36212c28",750,0
"271","0x85182ed011ce2c9e52f61fe3c577053b5a2f0a14",4850,3007
"272","0x8580576a6c112362de9ed79e660c164f0aef942c",1048,150.65
"273","0x868d941eddec8f229850da0053e1c537d273bcc6",750,0
"274","0x8797e6ad07d103183d1aa0225cb1832c4a880a10",584.9,0
"275","0x87ed7dbf1826b83203f8652339d61491640d0315",957.3,0
"276","0x88858e536e37a703e25098ff242ec5a1e1313d2c",1385.16,345.780800000001
"277","0x88a569630ca6f091769dd3778e2be27e99e937b6",0,0
"278","0x88bb3a2341f31eef30ae1a904f2a7acb521134d9",2380,160.65
"279","0x890517c08ddfbdbcd8632df230d92978641d2a93",1510,855.037500000006
"280","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",8936,2092.4675
"281","0x89a749cff76b6c8c50f8261c42ee9d1869814800",593.9,0
"282","0x89de9a1081039202f25e7a1cfd5544c715e76609",5195,623.31875
"283","0x8a034bd5bc7413164f9c01b7620fb4810541a2e9",1500,270
"284","0x8a1361fed1340d2187145cd0097d8575ff81e15c",553.7,0
"285","0x8a1ea5e919806924042b7e3140faf87ef2024853",15185,1284.11125000001
"286","0x8a66dd55a077c3590387a1e226adc452564cba21",5000,318.75
"287","0x8a84a626a892884cc35731cfa4c3e45633d3e89f",741,0
"288","0x8b312e24718acf73e7036cfedd20c54d61675f11",30259,7716.04499999996
"289","0x8b343a73874f71e70d380285888b5b0a76428241",0,0
"290","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",6930,3810.09999999998
"291","0x8bd83e0f2defbcdfa1c684748e858d323ff857db",1000,53.75
"292","0x8ce4336d9ac2adb97d055d026c202adec567187a",571.7,0
"293","0x8d5bd2aba04a07bfa0cc976c73ed45b23cc6d6a2",800,0
"294","0x8dc080063583c4286b405fc1df4ba079826af03c",5830,830.775000000002
"295","0x8e43029e8865bdf09953a57856096b6964c268b4",658.45,0
"296","0x8e50e4f1607b2f2964123757287442ef179470f9",2107,924.587500000001
"297","0x8f18af0eccbdcaf74e0a6a51926e3827bc261ec1",5175.9,2859.7245
"298","0x8f2ed6e59a27a96277b233eea9a0f0f460ccae31",37646.52,10646.888325
"299","0x92df2a5104fce10d77496710488382eb53def917",750,0
"300","0x92e30f365362fd3ef52d0ecac93b682d16aa40b0",4000,438.76
"301","0x93a0c1f20921104c45a1b2694dec4755638fb971",898,0
"302","0x943982e18d005264cb9295d6dbe52c5196507a77",1300,26
"303","0x948104e6c65cbdcf599ffc6cd49181bafd8a446e",20003,9288.55749999997
"304","0x95e805f66ba5c995d6f989a10ba50f8adfd34715",900,0
"305","0x95ef80e697618ca49e0b9967103b5f3efdb0144a",1644,394.560000000001
"306","0x965bedabfe79e18f07394f10b631d923c5b7e52b",6000,45
"307","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",4498.283054,2045.79335664
"308","0x98d142a1039ff6384bbc07c6231708e14b24a96d",21282.2,6771.68924999997
"309","0x9992fc085d5b5fe8c62438d81ffa7903ed8343ad",165193.8,96052.9737500008
"310","0x99c32dc02e789786c7c34ee744b5dd8f4d07f93f",820,0
"311","0x99cb05b409d0637167c2c6d5cdb3fef15233bc78",2198,1338.03249999998
"312","0x99e4e8325aff20d3a1322338960a58b790373265",2380,690.43
"313","0x9a7eec19f94b6f8b06b56012d05528a0dd67af0a",1037,117.95875
"314","0x9b706bf2fc656cd7cec9f85bd5744077730781cd",18589,1258.785
"315","0x9ca467b293e771578b277c22b4c074b1990eccbf",1000,441.25
"316","0x9ddea6c0bfa53bdf244ade7ba5ed7e227f6e58b4",7115,2536.10749999998
"317","0x9e588b4d5b2711fde3c1d7e450da1bca65fb3451",0,0
"318","0x9e880ed6edf54342ff70622e00c6a8b4e5fa2c68",67689,18680.805625
"319","0x9ff70d87f4b302f522726cc5cb6a71bf3129bb0d",7750,1462.8125
"320","0xa07def8a7ccbe1ba41fbf44022f10834d41b5e94",2000,67.5
"321","0xa13a8b8039b6e8e26b1763b0e7e9ec992a73b996",4284,564.225000000002
"322","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",3715,1652.40249999999
"323","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",1314,805.362500000006
"324","0xa2e4c7432975cb64be3a4b91b6128ee4a3c32b33",20638,7042.71749999997
"325","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",3700,777.75
"326","0xa38945bfe64309898d89862e7b4c0c76bbf5f5b8",19999,11574.4212500001
"327","0xa40be7e451295125cafcaa55e7499f62fae1462f",5000,1031.25
"328","0xa5838a1834dec705e4fe50b5be1566f8838a379f",1149,163.7325
"329","0xa611cf66ec350bb62db8bbad923d310b9e6f461d",703,0
"330","0xa686d6e14c7dc2959ab87f9711666d6ead75833d",9107.5,1177.007375
"331","0xa74fa1e57d040547cf527b7158159757792f2aaf",1505,297.2375
"332","0xa8ac0f1567a6c1d7fe6ce023bf70f383287a3eb1",8631,2825.945
"333","0xa8ac9c0403d8a31cfc1bf43e09231c0ffaf52dd7",2000,597.5025
"334","0xa8d8c3f31e51d4fb385b920294d8377c898085a5",1000,193.75
"335","0xa8daf1ea6c4d9d5ee8c8085d66d8e02f1ce6670e",640.5,0
"336","0xa97e5e5016a491a2814cfd179cb3bf0a0665b953",6440,540.635000000001
"337","0xa9da3474eafab14ac6c9f6111acb2d2e5e071370",3917,1370.775
"338","0xa9f291779a4dd91746e02ff1bb59fe4513ae78d9",4000,565
"339","0xaa90f1a29a8b15a89d9d58b5d4bb50a54a24be5e",1800,272.25
"340","0xaab74d9a2fa5aa3d021b870dd6e8c1e467346ed6",6212.2,77.2275
"341","0xaad84f6d1fb75a920360cba8283e1a08adfb4eea",7818.66,425.663425
"342","0xab0211d3c1ee22c9e0c727964318b366517b4658",1639,482.6525
"343","0xab2ff7df39c1a68ddc15f9ea9072320a6075f9d6",10896,1739.53875
"344","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",5100,2958
"345","0xab834cb3947136e9da829a2b0316256e61cfeed8",20109.8,8928.73474999995
"346","0xaba3c77cc1294f7771fbd97e8f8f84ebd5022b90",2885,910.83125
"347","0xac783aea23528862e2e4e7c9f8bbc65bfafe33b3",26000,7045.625
"348","0xac9b6a0160ddaa479d51579ab3d3c3e73be952a1",666.90870757,0
"349","0xad012778fb4351ab7c210c35584e2c3e83c7b949",1424.194029,606.970059647501
"350","0xad80281397908770ee8faa9002927e8023d18d5d",2000,817.5
"351","0xada69b5e0e3e7af0daba49aa1265d468b9914886",2974,722.644999999999
"352","0xadd982f2201002b047fb5a5408c1f89973441e08",1622,296.015
"353","0xaeb07237c6826cbab9ad225bb1428f0d51a214f1",590,0
"354","0xaeee89b723ea9608c84cdadfb11df5abcab577f6",1477,451.58125
"355","0xaf6d00ef00f4ca01c964791246d797f7afad4c3c",5402,3244.46750000001
"356","0xaf7fa42a71035916e490ceed51c1a73a6f4a595b",1743,698.242500000005
"357","0xafab5d0a64534d40d14fb74222eb2b5b3c3761fb",19987,12341.9725
"358","0xb0912bdaac274afcfe41493241f9493cb10fe704",845.5,0
"359","0xb1665d27e35c8f35954ee25a0b3e2e951e1470d7",2496.32,368.369775
"360","0xb1c58d3c99fe34bcaa84e1ceee6877079e0e2f77",10000,5012.5
"361","0xb2c9aa0dab5797ec17eb99c7006b8db224e916ba",12300,6519.85875
"362","0xb460336e8850ba79c56cfa6e47de2fcd3d2d3d63",5800,3496.375
"363","0xb500bccd894bb0beb99ce334a00c2cb06bdfd0ff",825,0
"364","0xb52937c750792574d4ca6d8bc7f5951bd6800541",1332.4,36.469875
"365","0xb55fb67e169b7013eeef5ab1b7e774adb8524fc4",2000,162.5
"366","0xb5a1447f788016cb4b1f9adb9d57970d0ec4fdef",4000,435
"367","0xb6043f8e035d9281950183278a57ba637787ac65",1000,66.25
"368","0xb6258444425c1aa5d5d4a1fef5a04f00a00a945b",3143.797941,1740.67846369624
"369","0xb6825b1d069824678db46477d2a35d4b6445a66b",29900,12146.875
"370","0xb6b6151437657a5870c6fddd7d0377d1e1d5d5fc",10000,5012.5
"371","0xb70bf4a058fd381127c88f37c01357b7ec4bf01d",645.1,0
"372","0xb75e5a1bd0b8ee7ae4bbcf5551eec80ae52a4bd7",22000.036,10924.1177649999
"373","0xb8167d9a4e7a4eaf4fdcdfa60f3d78f15afcc98a",2557.009675,991.395000156252
"374","0xb99dfdaeac6bc36c65d15c6184b3ccd3751a0d83",640,0
"375","0xba396fe7625d5d950cb804d13a509517c59e96b4",699.5,0
"376","0xba4cc2ab882746bf058e148e53e860d7e0756220",760.097951,0
"377","0xba523caad6579b4eed49e70049b53e8928e79d52",1042,356.949999999999
"378","0xbaa0b77700482d2c0c19f804e563c0b62c9934d3",10000,2612.5
"379","0xbaba1e729e5d97c56d6855ca4b5d28ec28e575f0",625,0
"380","0xbb8421f2e9dc8b503711f70e051e19ea4b30f5cb",1100,499.125
"381","0xbbc2ebfa216482e89d13d702ae47b34a158efbca",5147,798.854999999999
"382","0xbc064e4c9317619530860e867bdf7ec5047a7445",679,0
"383","0xbf8681e938b57ff8588af53ab5488152dfb343da",1333.8,335.069625
"384","0xbfdc403a22a073b36489aa0255784442ee8ba450",2137.4,630.975249999996
"385","0xc05bbd98d28b579c1972159a294a9f5ed8489532",959.1,0
"386","0xc0896971d8650121422e456b29fdfd4cbbf620f5",1150,94.875
"387","0xc0f95bb8213352f29f059bc1f64d280512e14d4b",815,0
"388","0xc1a95655ad8d40e8cdf4f9f29c3a6946932f4294",2401,1075.46875000001
"389","0xc1b3929def06ee1409c06e8a445ebb74d714ea3f",3000,427.5
"390","0xc2c01adac5768ec5123c74dc05b9b11291b69b31",748,0
"391","0xc2e3f813297e7b42a89e0b2faa66f2034831984f",2500,1556.25
"392","0xc386c390a1ed0e8ecdde37cc4a7e7578cdce4246",19238,3917.4975
"393","0xc45971ace96191778eb25b17c6d77269a162086d",1328.5,293.06525
"394","0xc4708a97009d5eabd3b06570c0de11061214c80f",50000,31187.5
"395","0xc48e2d4597d383e0260f4d83bcee6ecc66b92521",870,0
"396","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",12000,6840
"397","0xc563c3296328e51cc7aed38c77cfe6272b3b757f",755.2,0
"398","0xc5c135aeea5b008436288d85f45819c4729c707c",3433,1242.73825
"399","0xc63608662388396d230d191ca5289b945dbbff17",900,0
"400","0xc6b3e413b3f7d2cb67191f806f8dfdb4a9d60ac7",18632.809943,4439.538858205
"401","0xc7e86ff1d8403e5fe1a9b2644f8935d6a328fa16",2542,896.468750000003
"402","0xc80d913346b996ce0215ffb3dd3e9fa257b61dc2",709,0
"403","0xc92eb3f64444377b3d2d103b78d22e28e6b8d88a",4100,1963.375
"404","0xca485c81744c20a8e2fa68ef6a8a12d5900359ed",9820,4750.425
"405","0xca94ad9b5238e080a72a20fccefa72f5fb2f233b",761,0
"406","0xcaafa703b601be454dba81428866b044d34d0052",2500,1546.875
"407","0xcb04d4c4e152742fdef5a168306fae169baa54eb",700,0
"408","0xcc48e211dffe4bd56ce5e73e7f49ee6e54183256",880,0
"409","0xcc880c4cebd17b512567992ed1d34c3d8513d80a",1100.46,114.256675
"410","0xcd0479007866b8352d8f73b65a6addd4ea67866e",144700,14019.875
"411","0xcdfd88470a70a7c6d64d93b04a25cd6fb157b416",4148.78,1432.69196250001
"412","0xce634407a4b451ebe3e0761a8c8e55396b58f710",1463,515.013750000001
"413","0xced81a974eeb380147ba7c3a1726a23de2303d04",6085.5,726.756875000006
"414","0xcf43e9a2f9ed4810de89ae08d88445d8ccf63ab1",1000,283.75
"415","0xcf707a3a51eafc3beae7a97e5b7f19a6c72c3ba7",605,0
"416","0xcfd60220ea5ec8fb46f7adff4cd315a17a369259",6211.9,1468.543625
"417","0xd0daf0685c46f1a2a9e134582a5df53ec1b3ad00",8169.8,1581.536
"418","0xd10a4972d55e8f14e66fd2c736794a5d08f72106",750,0
"419","0xd1ca9cb20bbf8a8ee49d20a79e47bcffaeb24151",3000,1016.25
"420","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",5000,3118.75
"421","0xd27a0ae0a7516c0c4bbd42d5c59e50941486aad8",597,0
"422","0xd2c0c1146009a1a2021b46c074bed3939dee3d87",5000,337.5
"423","0xd3cd1bce062483536b97c47221c165a9fe3b4716",3445,1738.28
"424","0xd3da6a083ca39b62f4aa07a82434e88b523623cc",2067,420.2975
"425","0xd4001093f8be54248dca00bf5bb7a4ec1f5d61e6",1966,605.1925
"426","0xd4d08b6650f8ae069682c8609dfd6248d412fa18",764,0
"427","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",53621,14557.96875
"428","0xd55f3d4e72fd60075c84c5080c581e76431d3b0b",5174.7,3177.825
"429","0xd5ba5cbd603df4d7006aadeb5c3828fe0f21e8fb",1384,574.838749999999
"430","0xd6602d5d1b0e7c022c7b29e6fed1b535d152280b",696,0
"431","0xd6c93dde10d9970319d2dbe4e356b9894171cdb2",10000,5012.5
"432","0xd6ebf9d4972c453b8ff653dcd1b138392ecd1a9c",7739.2,2127.161875
"433","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",51724,24551.272375
"434","0xd8e3b302b03d739bb94291aca58f006a072425a7",10088,4477.92
"435","0xd923de646d3f0bb9eb7f9169f259c79c3ede2188",599,0
"436","0xda13157f47929bced94ce06ef8cbef70328981fc",7750,3964.5
"437","0xdade1fab569f2f670b5eb4821d92207e16a70d1b",1089,372.9825
"438","0xdb524edbd32517881cdda248fedbf9aee526b38b",8650.31,2218.5680125
"439","0xdb79172ec7adde6972ff9ebab89eaa61c4b760a3",2862,35.775
"440","0xdb7d775ce48be3c112e9b9b3f367d1c679c56088",8016,4609.20000000002
"441","0xdb98f151471e9571dd95ef7bb6587eaa0b968342",0,0
"442","0xdbfc01194d8b4142e362d582ce18e804f5e2efaa",1010,484.762499999997
"443","0xdd5a81ee4c853db84807c212808c64ae5aa7dd34",3130,1253.825
"444","0xdd5b1bc0d1a5ed27f50c7ecbef3b7b2fb5355ecc",900,0
"445","0xdd68b263f844d6f5151f0071abbaddff8e19cb21",908,0
"446","0xdd6e4cbd424fb4932eea2a31e02115dcf3ec35d4",1467.7,206.9865
"447","0xde10c4a242af497479816b2144c1d78838c7c796",3510,1282.0075
"448","0xdfdd739ce89d01280fcbafd580e428c1d11a7f5e",1100,204.875
"449","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",9631.5,3816.49312500005
"450","0xe0715d8d04d15a298a1b4352c8b736938c2d8519",5660,205.175
"451","0xe135ebc3139681911e76916e87ebca330197fa0a",10633,824.0575
"452","0xe228f16b1f80cb463cb74ede5df24664c8db3f9e",0,0
"453","0xe2e7bc1496d1332940711bb3d3b02e08948d9aea",567,0
"454","0xe34bb624055b171d777eccbbfc3baaeeffbe432c",2000,337.5
"455","0xe3ce175c493af8de3786e7319c6da0b58c8c0007",554.5,0
"456","0xe442145711bf3c56452f0dcc730f3ad65ce230cc",10434,5323.73750000002
"457","0xe4754782a1ea7233b97f5cdafd7a18ea1a3fd0a3",20500,12564.2125
"458","0xe4ada37a68c57dbb58629902e3556e254d0eedcb",2000,685
"459","0xe4b32f3a9ace9702887ccc14a115b120b3acffbb",2000,1237.5
"460","0xe4c4a97007aa898058cd41c38ac12504068a5d50",9737,5526.51499999999
"461","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",2308.4,325.404875
"462","0xe519b20ee7f5812818c53cc85f68526b71e29b7d",3010,955.65
"463","0xe5807574137795e93d8b578c02d8caafff1851d5",10000,5012.5
"464","0xe619616c030a859cf4d3bfba3d1e3f5175ffdb9b",9999,6186.88124999999
"465","0xe624a9d814a0899cb956969d285b26762814df1c",20000,2950
"466","0xe62cffa8ff1d16dc8e9cc7d7b58ce5d5225469f8",1126,267.2175
"467","0xe710766944a1aba7b7823d709995280ea959b846",9999,6161.88374999999
"468","0xe75dac4fc0ee5445b0c4932b2ec9a682fb632a68",11460,943.008750000001
"469","0xe76b3e686b85f41939b438923f1b2f08e44e001e",2721.7,1629.980875
"470","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",5610,1746.0875
"471","0xe82eff3fc7a34dbd76c4699008e1e3ab22316736",862,0
"472","0xe86b530038ed13194c8e0e7d29b96a76b59fcccb",758.3,0
"473","0xe8d89b81998dfe3420be7b212fc7d02a78496180",1206.8,87.4929999999999
"474","0xe93a36e0d012f2c35f5b7e1e1b08d9d49d58389a",10000,5012.5
"475","0xe93f1e7446ac08a069d144365ac817ce3fcb75ff",700,0
"476","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",33922,19121.7962500001
"477","0xe9e71babbf2dabeb69bc35ca072395897b8988ad",1176,192.899999999999
"478","0xea8ce1c4753784bf4d8d30f86921d29cdc1cae07",0,0
"479","0xeb12bae5a2c08c28f338b9756c37ed11e9674b02",1250,299.0625
"480","0xeb5d37a87740e381527a609fda8ac6a93b47d48b",758,0
"481","0xec640f1dbe4c3e880c69c988ca5398028f770266",5000,3112.5
"482","0xec6d20be57762f28f820af4cce699004da705d2d",689.567,0
"483","0xecdcbc4a9107f250ab91519f05d6b9c5e43429f7",2556,1097.185
"484","0xed2a8fe0fbb692b217ca2e193804c82c3c8b68d6",2177.05,455.398312499999
"485","0xed31408984d00cd5f6a33f2539da2ada0baeca67",853.84,0
"486","0xede25f41e2c28708be61b583cc9cb6771e113fbe",78600,22684.0625
"487","0xee356608d1b6e06343fd4818bf8984cd455fce08",3900,642.09125
"488","0xeeae38df0c389c626212591303b8cc841f0df450",1784,298.58125
"489","0xef5323409964067fec899091685b48458f361d84",1000,608.75
"490","0xef9d67db3d19f7c324473435613f3335f515b2ae",2000,1127.5
"491","0xefb738860ad5261c7aabb0dae33d8d270661394b",1000,258.75
"492","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",8150,1082.055
"493","0xf074e6121652e35c969aa297dbfe4b933ccda2c6",1002,388.274999999999
"494","0xf11c4a899b6a95a78331e48ce8ee690b97484a12",1000,570
"495","0xf17eb1725b7a12d0db78d18b2098bc447eca142f",5500,3389.375
"496","0xf2644e0ebdb15a136333a252108f83927b25bb7d",1100,361.625
"497","0xf2f3c3898f817b549c234430c087200904a1938d",905,0
"498","0xf30c6b9263d562d392ac66ef9ec96d386a6cbcdb",6448.146802,877.574060275
"499","0xf356801f4c1f654ee0d0c106f556f581b873da46",0,0
"500","0xf38067d972d69421df77fd3b8c5a9cfdc97fb17a",749,0
"501","0xf3b99536bc37fd3db240cd4cd7ca84e9c9dae9ba",2500,366.9375
"502","0xf3d6ab48cdb4dcbfa4932d9ea69543c22695a15d",4000,2490
"503","0xf3da69fc4814abd20804672576602a79038fa3f1",1050,517.125
"504","0xf4b5eeb4a8f28d2b5b93842be9e91f6c9fa7dbea",21445,4600.23125
"505","0xf527b4b3ff05b177d658c5de4082574edebc6ae3",900,0
"506","0xf540d44a74ba8775afa098145879f25be6afd9fd",3048,903.555000000004
"507","0xf5c55f8d4ebaf3cb4e04a0b5e564fb6ddb87bdd3",0,0
"508","0xf656d06831b98adb82f78aa7ee06afae826e4644",1000,622.5
"509","0xf691a4b0ee9de61bd57d9acf3421080eb14e089e",75000,13500
"510","0xf77af4f1fdf1b2763df283684123c9f1df983742",610,0
"511","0xf79aa684927b27175477b2d9439a9e4f819e4877",6000,3350.86750000001
"512","0xf79cd44f243484267fc8e783313287b9f9fb606a",1136,78.1000000000001
"513","0xf7c25631a136a3eea815ee49df01385fe0618b89",1290.25,253.6839375
"514","0xf8515e16a3e5df55c788ef5da289d77b4c7858dc",2220,1034.39625
"515","0xf8900cf8ccd5d2a142a74688e57d864804af837a",6600,206.25
"516","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",14104,4761.5825
"517","0xf949318f64c9f8bd9f85bacad8be481771e71660",551.802123,0
"518","0xfad4a2d4c72733e82124139e41161152771a4d9d",3701,1028.52625
"519","0xfb0cf362990d2e6d75d224f7583b43a4108232d0",1160,446.599999999998
"520","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",6350,693.306250000001
"521","0xfc1342f2a3c1196a49fed0143ce7924b8deab5eb",10031.5,4745.86525
"522","0xfc37a4e2646cfcbf9fe10165cac369a1b886a619",1000,617.5
"523","0xfc3b9e3c1d591e5a45bd2ec15ff28f23bb8716bf",3760,256.15
"524","0xfca5f78959c254bfbf0c045586fb11aa62dd3ea2",700,0
"525","0xfcfbaa547188fc16a7713ad0d7d510278a5e3818",1000,62.5
"526","0xfdb50fab2e42bab850a4d7b44bad2f728cb60679",1481,99.9674999999999
"527","0xfe1c2e09f4157648ddba9b5eba171674241b28a6",4584.19,1202.803
"528","0xfe5563cd4a9528a472584ef49ed66faf4d484856",3534,1084.87125
"529","0xfec33dff5871971eaa32ca34fc3229f8f12c8b13",2000,237.5
"530","0xfeefa4a1658aec18e0c056020391630321ca109d",1000,441.25
"531","0xff0a00233f7a0cf99d551e69e1a432b1715486f2",11045,677.25625
"532","0xff689150ed8bd775b20ad48b7d9124601765caef",20000,1000
