"","address","5","6","7","8","9"
"1","0x08c340f86f96b63e5c8d8b28a9e1eee750d3cf7b",0,0,0,0,0
"2","0x109eaa8e64f3d20f9294b8a563148cf1e3e1b7b5",17.0333333333333,25.55,56.65,39.6166666666667,31.1
"3","0x15943e1951e0e3803cb62121315507fb5b054787",0,0,5.18333333333333,5.18333333333333,5.18333333333333
"4","0x167d8b13698ffd8d6273532cdcbd0747e9f4cbb2",0,8.51666666666667,18.8833333333334,18.8833333333334,10.3666666666667
"5","0x189dd12ea4ea3d3e562882add73c6f0a23439999",0,0,0,0,0
"6","0x1ac8a6d59db3938ddbee19f4ec3ea8a0a771bf6e",17.0333333333333,17.0333333333333,27.4,10.3666666666667,10.3666666666667
"7","0x1c496ed78215eac4978f02cca335ff3a358e1f35",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"8","0x2dd4c1a081f3ce58217bf12edd297361b17b9c97",0,0,5.18333333333333,5.18333333333333,5.18333333333333
"9","0x3e5a25490c18bc3ecb45097fba663c0dd9d5a9fc",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"10","0x49d443d89da0712b1d608eeaedef2650ab8b2206",0,0,0,0,0
"11","0x53d4298e9fd219759b8fbbc9ed04b99a8eca4889",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"12","0x562cd9d3e460bf542fca162b4720e340a72c4618",0,0,0,0,0
"13","0x5da53876a2b37b49ee42c34522c9fced42047658",8.51666666666667,8.51666666666667,18.8833333333334,10.3666666666667,10.3666666666667
"14","0x5f90ebc41c07089502a32d683480ea3fe2410d34",0,0,0,0,0
"15","0x67fa73cb67a4d961c0d14faf45483899192d8ac3",0,0,20.7333333333333,20.7333333333333,20.7333333333333
"16","0x7a75f008c92d94761ff156ef54d99133f3054be4",17.0333333333333,34.0666666666666,54.7999999999999,37.7666666666666,20.7333333333333
"17","0x897c3f4be2a39b63267cfa23a1158fb5331cdd12",0,0,0,0,0
"18","0x8e50e4f1607b2f2964123757287442ef179470f9",0,0,0,0,0
"19","0x96cc80292fa3a7045611eb84ae09df8bd15936d2",0,0,5.18333333333333,5.18333333333333,5.18333333333333
"20","0x98d142a1039ff6384bbc07c6231708e14b24a96d",0,0,10.3666666666667,10.3666666666667,10.3666666666667
"21","0x9d92ae4ca36954cd57d25a291e2b324cd11c17ba",0,0,0,0,0
"22","0xa13a8b8039b6e8e26b1763b0e7e9ec992a73b996",0,0,0,0,0
"23","0xa27a729443ad105cabbc5d2d7f877a5340aa3e69",0,0,5.18333333333333,5.18333333333333,5.18333333333333
"24","0xa2d30f8da3da69ab08d8ac7553c6575701747aa8",0,0,0,0,0
"25","0xa8a15e8d8061285758cbed91bb22cea46edf87d0",0,25.55,67.0166666666667,67.0166666666667,41.4666666666667
"26","0xa97e5e5016a491a2814cfd179cb3bf0a0665b953",0,17.0333333333333,17.0333333333333,17.0333333333333,0
"27","0xab5f6b2b24b5e7b8ee5218d534f0ff8cffd88d5c",0,0,0,0,0
"28","0xd23a9b7eaf27b521880337b19edcf13cb6b26dff",8.51666666666667,8.51666666666667,8.51666666666667,0,0
"29","0xd3cd1bce062483536b97c47221c165a9fe3b4716",0,0,5.18333333333333,5.18333333333333,5.18333333333333
"30","0xd4f5685c1a4167420e78f9a406b5e21b5f6a9481",34.0666666666667,93.6833333333334,129.966666666667,95.9,36.2833333333333
"31","0xd8de315eb7a00f4155d1ea9eb4eb6888ae715631",59.6166666666667,93.6833333333334,104.05,44.4333333333334,10.3666666666667
"32","0xda13157f47929bced94ce06ef8cbef70328981fc",0,8.51666666666667,13.7,13.7,5.18333333333333
"33","0xdd68b263f844d6f5151f0071abbaddff8e19cb21",0,0,0,0,0
"34","0xde10c4a242af497479816b2144c1d78838c7c796",0,0,10.3666666666667,10.3666666666667,10.3666666666667
"35","0xe01e6c27218765b9e0ef42546a2c0237bb4c54e2",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"36","0xe4f01a14c9496513ebc434d231ccfdf696e219eb",0,0,20.7333333333333,20.7333333333333,20.7333333333333
"37","0xede25f41e2c28708be61b583cc9cb6771e113fbe",25.55,59.6166666666667,95.9,70.35,36.2833333333333
"38","0xf8fb1b69aabd14fc11b96f4dc60bf51a35ba0897",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"39","0xfad4a2d4c72733e82124139e41161152771a4d9d",0,0,5.18333333333333,5.18333333333333,5.18333333333333
"40","0xfc0feae0323c77dfe9861f45436a986f8999ebfb",8.51666666666667,8.51666666666667,13.7,5.18333333333333,5.18333333333333
"41","0x00347a5a6129c110cd302ff018fd81804e010705",0,0,0,0,0
"42","0x0725a084d97328dbba684d0f995162f6ee30006d",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"43","0x0f7f692bceb3255e344647aa0088abf08fd5f311",0,0,0,0,0
"44","0x0fb437eb9617e62d56ef95181f0c9ba8ea782abd",8.51666666666667,25.55,25.55,17.0333333333333,0
"45","0x15870af7a292ad698827182fdd11b083298a9990",0,0,0,0,0
"46","0x183aec83633dacd2501516a49f436283ee5ad100",0,17.0333333333333,17.0333333333333,17.0333333333333,0
"47","0x1daf42373baf8c483aa8565a8584bc39ff4b58e2",8.51666666666667,8.51666666666667,8.51666666666667,0,0
"48","0x36d00dd95955298e930feacb105dab57990b8b86",0,0,0,0,0
"49","0x466f92bb211d12794b5b0c78438864079e2cbfd5",42.5833333333333,59.6166666666666,59.6166666666666,17.0333333333333,0
"50","0x6d466e9b82deb578a96159a9aa3e03425dfb725f",0,0,0,0,0
"51","0x6dbe1cebf019ac24a1966762097f873d0df25738",0,0,0,0,0
"52","0x7130f38655c04edb772a663b026caa5eaab42598",0,0,0,0,0
"53","0x7a892e2877fec2fc996560d496fee79707a685af",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"54","0x8b312e24718acf73e7036cfedd20c54d61675f11",0,0,0,0,0
"55","0x948104e6c65cbdcf599ffc6cd49181bafd8a446e",0,8.51666666666667,8.51666666666667,8.51666666666667,0
"56","0x9992fc085d5b5fe8c62438d81ffa7903ed8343ad",119.233333333333,170.333333333333,170.333333333333,51.1,0
"57","0xab0211d3c1ee22c9e0c727964318b366517b4658",0,0,0,0,0
"58","0xc4708a97009d5eabd3b06570c0de11061214c80f",42.5833333333333,76.65,76.65,34.0666666666667,0
"59","0xc4cf3cd0f841c6f5affa1b642166d157abd3d5d6",0,0,0,0,0
"60","0xc6b3e413b3f7d2cb67191f806f8dfdb4a9d60ac7",0,17.0333333333333,17.0333333333333,17.0333333333333,0
"61","0xe442145711bf3c56452f0dcc730f3ad65ce230cc",0,0,0,0,0
"62","0xe4de83fdbc4b9352deeab80a1b03a2da99e5a4a4",0,0,0,0,0
"63","0xe7e2d3a9b6bf82efa164441f31dd017b24a21ec0",0,0,0,0,0
"64","0xe9cbe0f9cbee09873b4dcf968a82e3ae6b9e7065",8.51666666666667,17.0333333333333,17.0333333333333,8.51666666666667,0
"65","0x0d413542e648034f704394646f5ffb12022fc8d5",8.51666666666667,8.51666666666667,8.51666666666667,0,0
"66","0x0f4455e082b96fde25ceafc06d5a08d85b14a43a",0,0,0,0,0
"67","0x1242d7e7c5d3c453fb601a2cc9db06aac832b1ab",0,0,0,0,0
"68","0x1261632966f8eb36d7fbb336d3e324ddb3d99b9e",0,0,0,0,0
"69","0x13aff8dbeb98a8a90145668883b044c5edcd4d22",8.51666666666667,8.51666666666667,8.51666666666667,0,0
"70","0x3c2638dd1f80de379287dc171c27f2b5e56fc533",0,0,0,0,0
"71","0x8a1ea5e919806924042b7e3140faf87ef2024853",0,0,0,0,0
"72","0x8bb820c251ac194ca770f9f0cdc12b76354e3de6",0,0,0,0,0
"73","0x8f2ed6e59a27a96277b233eea9a0f0f460ccae31",17.0333333333333,17.0333333333333,17.0333333333333,0,0
"74","0xa36dd9897d3464961d1a7ec39b9fe91b6ade3204",0,0,0,0,0
"75","0xd8e3b302b03d739bb94291aca58f006a072425a7",0,0,0,0,0
"76","0xdb524edbd32517881cdda248fedbf9aee526b38b",0,0,0,0,0
"77","0xf03e063f62fd228cd25c026cfff7f032d7b75aab",0,0,0,0,0
"78","0xfe5563cd4a9528a472584ef49ed66faf4d484856",0,0,0,0,0
